cur pt: 0, code[pointer]: 1102, relative_base: 0
cur pt: 611, code[pointer]: 109, relative_base: 999
cur pt: 613, code[pointer]: 1205, relative_base: 1022
cur pt: 621, code[pointer]: 1001, relative_base: 1022
cur pt: 625, code[pointer]: 1002, relative_base: 1022
cur pt: 629, code[pointer]: 109, relative_base: 1022
cur pt: 631, code[pointer]: 2102, relative_base: 1003
cur pt: 635, code[pointer]: 1008, relative_base: 1003
cur pt: 639, code[pointer]: 1005, relative_base: 1003
cur pt: 647, code[pointer]: 1001, relative_base: 1003
cur pt: 651, code[pointer]: 1002, relative_base: 1003
cur pt: 655, code[pointer]: 109, relative_base: 1003
cur pt: 657, code[pointer]: 2105, relative_base: 1031
cur pt: 665, code[pointer]: 1001, relative_base: 1031
cur pt: 669, code[pointer]: 1002, relative_base: 1031
cur pt: 673, code[pointer]: 109, relative_base: 1031
cur pt: 675, code[pointer]: 1206, relative_base: 1014
cur pt: 687, code[pointer]: 1002, relative_base: 1014
cur pt: 691, code[pointer]: 109, relative_base: 1014
cur pt: 693, code[pointer]: 21101, relative_base: 1016
cur pt: 697, code[pointer]: 1008, relative_base: 1016
cur pt: 701, code[pointer]: 1005, relative_base: 1016
cur pt: 704, code[pointer]: 1106, relative_base: 1016
cur pt: 713, code[pointer]: 1002, relative_base: 1016
cur pt: 717, code[pointer]: 109, relative_base: 1016
cur pt: 719, code[pointer]: 2101, relative_base: 1010
cur pt: 723, code[pointer]: 1008, relative_base: 1010
cur pt: 727, code[pointer]: 1005, relative_base: 1010
cur pt: 730, code[pointer]: 1105, relative_base: 1010
cur pt: 739, code[pointer]: 1002, relative_base: 1010
cur pt: 743, code[pointer]: 109, relative_base: 1010
cur pt: 745, code[pointer]: 21101, relative_base: 1013
cur pt: 749, code[pointer]: 1008, relative_base: 1013
cur pt: 753, code[pointer]: 1005, relative_base: 1013
cur pt: 761, code[pointer]: 1001, relative_base: 1013
cur pt: 765, code[pointer]: 1002, relative_base: 1013
cur pt: 769, code[pointer]: 109, relative_base: 1013
cur pt: 771, code[pointer]: 21102, relative_base: 1018
cur pt: 775, code[pointer]: 1008, relative_base: 1018
cur pt: 779, code[pointer]: 1005, relative_base: 1018
cur pt: 787, code[pointer]: 1001, relative_base: 1018
cur pt: 791, code[pointer]: 1002, relative_base: 1018
cur pt: 795, code[pointer]: 109, relative_base: 1018
cur pt: 797, code[pointer]: 2108, relative_base: 994
cur pt: 801, code[pointer]: 1005, relative_base: 994
cur pt: 813, code[pointer]: 1002, relative_base: 994
cur pt: 817, code[pointer]: 109, relative_base: 994
cur pt: 819, code[pointer]: 1208, relative_base: 999
cur pt: 823, code[pointer]: 1005, relative_base: 999
cur pt: 826, code[pointer]: 1105, relative_base: 999
cur pt: 835, code[pointer]: 1002, relative_base: 999
cur pt: 839, code[pointer]: 109, relative_base: 999
cur pt: 841, code[pointer]: 2107, relative_base: 1006
cur pt: 845, code[pointer]: 1005, relative_base: 1006
cur pt: 853, code[pointer]: 1001, relative_base: 1006
cur pt: 857, code[pointer]: 1002, relative_base: 1006
cur pt: 861, code[pointer]: 109, relative_base: 1006
cur pt: 863, code[pointer]: 1202, relative_base: 1004
cur pt: 867, code[pointer]: 1008, relative_base: 1004
cur pt: 871, code[pointer]: 1005, relative_base: 1004
cur pt: 879, code[pointer]: 1001, relative_base: 1004
cur pt: 883, code[pointer]: 1002, relative_base: 1004
cur pt: 887, code[pointer]: 109, relative_base: 1004
cur pt: 889, code[pointer]: 2106, relative_base: 1019
cur pt: 892, code[pointer]: 1106, relative_base: 1019
cur pt: 901, code[pointer]: 4, relative_base: 1019
cur pt: 903, code[pointer]: 99, relative_base: 1019
