cur pt: 0, code[pointer]: 109, relative_base: 0
cur pt: 1400, code[pointer]: 1205, relative_base: 2055
cur pt: 1403, code[pointer]: 2201, relative_base: 2055
cur pt: 1407, code[pointer]: 4, relative_base: 2055
cur pt: 1409, code[pointer]: 21201, relative_base: 2055
cur pt: 1413, code[pointer]: 1106, relative_base: 2055
cur pt: 1396, code[pointer]: 22208, relative_base: 2055
cur pt: 1400, code[pointer]: 1205, relative_base: 2055
cur pt: 1403, code[pointer]: 2201, relative_base: 2055
cur pt: 1407, code[pointer]: 4, relative_base: 2055
cur pt: 1409, code[pointer]: 21201, relative_base: 2055
cur pt: 1413, code[pointer]: 1106, relative_base: 2055
cur pt: 1396, code[pointer]: 22208, relative_base: 2055
cur pt: 1400, code[pointer]: 1205, relative_base: 2055
cur pt: 1403, code[pointer]: 2201, relative_base: 2055
cur pt: 1407, code[pointer]: 4, relative_base: 2055
cur pt: 1409, code[pointer]: 21201, relative_base: 2055
cur pt: 1413, code[pointer]: 1106, relative_base: 2055
cur pt: 1396, code[pointer]: 22208, relative_base: 2055
cur pt: 1400, code[pointer]: 1205, relative_base: 2055
cur pt: 1403, code[pointer]: 2201, relative_base: 2055
cur pt: 1407, code[pointer]: 4, relative_base: 2055
cur pt: 1409, code[pointer]: 21201, relative_base: 2055
cur pt: 1413, code[pointer]: 1106, relative_base: 2055
cur pt: 1396, code[pointer]: 22208, relative_base: 2055
cur pt: 1400, code[pointer]: 1205, relative_base: 2055
cur pt: 1403, code[pointer]: 2201, relative_base: 2055
cur pt: 1407, code[pointer]: 4, relative_base: 2055
cur pt: 1409, code[pointer]: 21201, relative_base: 2055
cur pt: 1413, code[pointer]: 1106, relative_base: 2055
cur pt: 1396, code[pointer]: 22208, relative_base: 2055
cur pt: 1400, code[pointer]: 1205, relative_base: 2055
cur pt: 1403, code[pointer]: 2201, relative_base: 2055
cur pt: 1407, code[pointer]: 4, relative_base: 2055
cur pt: 1409, code[pointer]: 21201, relative_base: 2055
cur pt: 1413, code[pointer]: 1106, relative_base: 2055
cur pt: 1396, code[pointer]: 22208, relative_base: 2055
cur pt: 1400, code[pointer]: 1205, relative_base: 2055
cur pt: 1403, code[pointer]: 2201, relative_base: 2055
cur pt: 1407, code[pointer]: 4, relative_base: 2055
cur pt: 1409, code[pointer]: 21201, relative_base: 2055
cur pt: 1413, code[pointer]: 1106, relative_base: 2055
cur pt: 1396, code[pointer]: 22208, relative_base: 2055
cur pt: 1400, code[pointer]: 1205, relative_base: 2055
cur pt: 1403, code[pointer]: 2201, relative_base: 2055
cur pt: 1407, code[pointer]: 4, relative_base: 2055
cur pt: 1409, code[pointer]: 21201, relative_base: 2055
cur pt: 1413, code[pointer]: 1106, relative_base: 2055
cur pt: 1396, code[pointer]: 22208, relative_base: 2055
cur pt: 1400, code[pointer]: 1205, relative_base: 2055
cur pt: 1403, code[pointer]: 2201, relative_base: 2055
cur pt: 1407, code[pointer]: 4, relative_base: 2055
cur pt: 1409, code[pointer]: 21201, relative_base: 2055
cur pt: 1413, code[pointer]: 1106, relative_base: 2055
cur pt: 1396, code[pointer]: 22208, relative_base: 2055
cur pt: 1400, code[pointer]: 1205, relative_base: 2055
cur pt: 1403, code[pointer]: 2201, relative_base: 2055
cur pt: 1407, code[pointer]: 4, relative_base: 2055
cur pt: 1409, code[pointer]: 21201, relative_base: 2055
cur pt: 1413, code[pointer]: 1106, relative_base: 2055
cur pt: 1396, code[pointer]: 22208, relative_base: 2055
cur pt: 1400, code[pointer]: 1205, relative_base: 2055
cur pt: 1403, code[pointer]: 2201, relative_base: 2055
cur pt: 1407, code[pointer]: 4, relative_base: 2055
cur pt: 1409, code[pointer]: 21201, relative_base: 2055
cur pt: 1413, code[pointer]: 1106, relative_base: 2055
cur pt: 1396, code[pointer]: 22208, relative_base: 2055
cur pt: 1400, code[pointer]: 1205, relative_base: 2055
cur pt: 1416, code[pointer]: 109, relative_base: 2055
cur pt: 1418, code[pointer]: 2105, relative_base: 2050
cur pt: 13, code[pointer]: 21102, relative_base: 2050
cur pt: 17, code[pointer]: 1106, relative_base: 2050
cur pt: 1337, code[pointer]: 109, relative_base: 2050
cur pt: 1339, code[pointer]: 21101, relative_base: 2052
cur pt: 1343, code[pointer]: 1105, relative_base: 2052
cur pt: 1263, code[pointer]: 109, relative_base: 2052
cur pt: 1265, code[pointer]: 1005, relative_base: 2053
cur pt: 1268, code[pointer]: 3, relative_base: 2053
cur pt: 1270, code[pointer]: 20102, relative_base: 2053
cur pt: 1274, code[pointer]: 109, relative_base: 2053
cur pt: 1276, code[pointer]: 2105, relative_base: 2052
cur pt: 1346, code[pointer]: 21208, relative_base: 2052
cur pt: 1350, code[pointer]: 1205, relative_base: 2052
cur pt: 1353, code[pointer]: 21208, relative_base: 2052
cur pt: 1357, code[pointer]: 1205, relative_base: 2052
cur pt: 1360, code[pointer]: 1106, relative_base: 2052
cur pt: 1373, code[pointer]: 109, relative_base: 2052
cur pt: 1375, code[pointer]: 2106, relative_base: 2050
cur pt: 20, code[pointer]: 21102, relative_base: 2050
cur pt: 24, code[pointer]: 1105, relative_base: 2050
cur pt: 1279, code[pointer]: 109, relative_base: 2050
cur pt: 1281, code[pointer]: 21101, relative_base: 2051
cur pt: 1285, code[pointer]: 1106, relative_base: 2051
cur pt: 1263, code[pointer]: 109, relative_base: 2051
cur pt: 1265, code[pointer]: 1005, relative_base: 2052
cur pt: 1270, code[pointer]: 20102, relative_base: 2052
cur pt: 1274, code[pointer]: 109, relative_base: 2052
cur pt: 1276, code[pointer]: 2105, relative_base: 2051
cur pt: 1288, code[pointer]: 20102, relative_base: 2051
cur pt: 1292, code[pointer]: 1102, relative_base: 2051
cur pt: 1296, code[pointer]: 109, relative_base: 2051
cur pt: 1298, code[pointer]: 2105, relative_base: 2050
cur pt: 27, code[pointer]: 1208, relative_base: 2050
cur pt: 31, code[pointer]: 1005, relative_base: 2050
cur pt: 34, code[pointer]: 1208, relative_base: 2050
cur pt: 38, code[pointer]: 1005, relative_base: 2050
cur pt: 41, code[pointer]: 1208, relative_base: 2050
cur pt: 45, code[pointer]: 1005, relative_base: 2050
cur pt: 132, code[pointer]: 21101, relative_base: 2050
cur pt: 136, code[pointer]: 21102, relative_base: 2050
cur pt: 140, code[pointer]: 21102, relative_base: 2050
cur pt: 144, code[pointer]: 1105, relative_base: 2050
cur pt: 1301, code[pointer]: 109, relative_base: 2050
cur pt: 1303, code[pointer]: 21102, relative_base: 2055
cur pt: 1307, code[pointer]: 1105, relative_base: 2055
cur pt: 1279, code[pointer]: 109, relative_base: 2055
cur pt: 1281, code[pointer]: 21101, relative_base: 2056
cur pt: 1285, code[pointer]: 1106, relative_base: 2056
cur pt: 1263, code[pointer]: 109, relative_base: 2056
cur pt: 1265, code[pointer]: 1005, relative_base: 2057
cur pt: 1268, code[pointer]: 3, relative_base: 2057
cur pt: 1270, code[pointer]: 20102, relative_base: 2057
cur pt: 1274, code[pointer]: 109, relative_base: 2057
cur pt: 1276, code[pointer]: 2105, relative_base: 2056
cur pt: 1288, code[pointer]: 20102, relative_base: 2056
cur pt: 1292, code[pointer]: 1102, relative_base: 2056
cur pt: 1296, code[pointer]: 109, relative_base: 2056
cur pt: 1298, code[pointer]: 2105, relative_base: 2055
cur pt: 1310, code[pointer]: 21201, relative_base: 2055
cur pt: 1314, code[pointer]: 22208, relative_base: 2055
cur pt: 1318, code[pointer]: 1205, relative_base: 2055
cur pt: 1332, code[pointer]: 109, relative_base: 2055
cur pt: 1334, code[pointer]: 2106, relative_base: 2050
cur pt: 147, code[pointer]: 21102, relative_base: 2050
cur pt: 151, code[pointer]: 21102, relative_base: 2050
cur pt: 155, code[pointer]: 21101, relative_base: 2050
cur pt: 159, code[pointer]: 1105, relative_base: 2050
cur pt: 1301, code[pointer]: 109, relative_base: 2050
cur pt: 1303, code[pointer]: 21102, relative_base: 2055
cur pt: 1307, code[pointer]: 1105, relative_base: 2055
cur pt: 1279, code[pointer]: 109, relative_base: 2055
cur pt: 1281, code[pointer]: 21101, relative_base: 2056
cur pt: 1285, code[pointer]: 1106, relative_base: 2056
cur pt: 1263, code[pointer]: 109, relative_base: 2056
cur pt: 1265, code[pointer]: 1005, relative_base: 2057
cur pt: 1268, code[pointer]: 3, relative_base: 2057
cur pt: 1270, code[pointer]: 20102, relative_base: 2057
cur pt: 1274, code[pointer]: 109, relative_base: 2057
cur pt: 1276, code[pointer]: 2105, relative_base: 2056
cur pt: 1288, code[pointer]: 20102, relative_base: 2056
cur pt: 1292, code[pointer]: 1102, relative_base: 2056
cur pt: 1296, code[pointer]: 109, relative_base: 2056
cur pt: 1298, code[pointer]: 2105, relative_base: 2055
cur pt: 1310, code[pointer]: 21201, relative_base: 2055
cur pt: 1314, code[pointer]: 22208, relative_base: 2055
cur pt: 1318, code[pointer]: 1205, relative_base: 2055
cur pt: 1332, code[pointer]: 109, relative_base: 2055
cur pt: 1334, code[pointer]: 2106, relative_base: 2050
cur pt: 162, code[pointer]: 1101, relative_base: 2050
cur pt: 166, code[pointer]: 1105, relative_base: 2050
cur pt: 298, code[pointer]: 21102, relative_base: 2050
cur pt: 302, code[pointer]: 21102, relative_base: 2050
cur pt: 306, code[pointer]: 21102, relative_base: 2050
cur pt: 310, code[pointer]: 1106, relative_base: 2050
cur pt: 1301, code[pointer]: 109, relative_base: 2050
cur pt: 1303, code[pointer]: 21102, relative_base: 2055
cur pt: 1307, code[pointer]: 1105, relative_base: 2055
cur pt: 1279, code[pointer]: 109, relative_base: 2055
cur pt: 1281, code[pointer]: 21101, relative_base: 2056
cur pt: 1285, code[pointer]: 1106, relative_base: 2056
cur pt: 1263, code[pointer]: 109, relative_base: 2056
cur pt: 1265, code[pointer]: 1005, relative_base: 2057
cur pt: 1268, code[pointer]: 3, relative_base: 2057
cur pt: 1270, code[pointer]: 20102, relative_base: 2057
cur pt: 1274, code[pointer]: 109, relative_base: 2057
cur pt: 1276, code[pointer]: 2105, relative_base: 2056
cur pt: 1288, code[pointer]: 20102, relative_base: 2056
cur pt: 1292, code[pointer]: 1102, relative_base: 2056
cur pt: 1296, code[pointer]: 109, relative_base: 2056
cur pt: 1298, code[pointer]: 2105, relative_base: 2055
cur pt: 1310, code[pointer]: 21201, relative_base: 2055
cur pt: 1314, code[pointer]: 22208, relative_base: 2055
cur pt: 1318, code[pointer]: 1205, relative_base: 2055
cur pt: 1332, code[pointer]: 109, relative_base: 2055
cur pt: 1334, code[pointer]: 2106, relative_base: 2050
cur pt: 313, code[pointer]: 21102, relative_base: 2050
cur pt: 317, code[pointer]: 1105, relative_base: 2050
cur pt: 1337, code[pointer]: 109, relative_base: 2050
cur pt: 1339, code[pointer]: 21101, relative_base: 2052
cur pt: 1343, code[pointer]: 1105, relative_base: 2052
cur pt: 1263, code[pointer]: 109, relative_base: 2052
cur pt: 1265, code[pointer]: 1005, relative_base: 2053
cur pt: 1268, code[pointer]: 3, relative_base: 2053
cur pt: 1270, code[pointer]: 20102, relative_base: 2053
cur pt: 1274, code[pointer]: 109, relative_base: 2053
cur pt: 1276, code[pointer]: 2105, relative_base: 2052
cur pt: 1346, code[pointer]: 21208, relative_base: 2052
cur pt: 1350, code[pointer]: 1205, relative_base: 2052
cur pt: 1353, code[pointer]: 21208, relative_base: 2052
cur pt: 1357, code[pointer]: 1205, relative_base: 2052
cur pt: 1360, code[pointer]: 1106, relative_base: 2052
cur pt: 1373, code[pointer]: 109, relative_base: 2052
cur pt: 1375, code[pointer]: 2106, relative_base: 2050
cur pt: 320, code[pointer]: 21101, relative_base: 2050
cur pt: 324, code[pointer]: 1105, relative_base: 2050
cur pt: 1279, code[pointer]: 109, relative_base: 2050
cur pt: 1281, code[pointer]: 21101, relative_base: 2051
cur pt: 1285, code[pointer]: 1106, relative_base: 2051
cur pt: 1263, code[pointer]: 109, relative_base: 2051
cur pt: 1265, code[pointer]: 1005, relative_base: 2052
cur pt: 1270, code[pointer]: 20102, relative_base: 2052
cur pt: 1274, code[pointer]: 109, relative_base: 2052
cur pt: 1276, code[pointer]: 2105, relative_base: 2051
cur pt: 1288, code[pointer]: 20102, relative_base: 2051
cur pt: 1292, code[pointer]: 1102, relative_base: 2051
cur pt: 1296, code[pointer]: 109, relative_base: 2051
cur pt: 1298, code[pointer]: 2105, relative_base: 2050
cur pt: 327, code[pointer]: 2102, relative_base: 2050
cur pt: 331, code[pointer]: 21101, relative_base: 2050
cur pt: 335, code[pointer]: 21102, relative_base: 2050
cur pt: 339, code[pointer]: 21101, relative_base: 2050
cur pt: 343, code[pointer]: 1106, relative_base: 2050
cur pt: 1889, code[pointer]: 109, relative_base: 2050
cur pt: 1891, code[pointer]: 22207, relative_base: 2057
cur pt: 1895, code[pointer]: 22207, relative_base: 2057
cur pt: 1899, code[pointer]: 22201, relative_base: 2057
cur pt: 1903, code[pointer]: 21208, relative_base: 2057
cur pt: 1907, code[pointer]: 109, relative_base: 2057
cur pt: 1909, code[pointer]: 2106, relative_base: 2050
cur pt: 346, code[pointer]: 1206, relative_base: 2050
cur pt: 349, code[pointer]: 1007, relative_base: 2050
cur pt: 353, code[pointer]: 1005, relative_base: 2050
cur pt: 360, code[pointer]: 1001, relative_base: 2050
cur pt: 364, code[pointer]: 1106, relative_base: 2050
cur pt: 406, code[pointer]: 21101, relative_base: 2050
cur pt: 410, code[pointer]: 21101, relative_base: 2050
cur pt: 414, code[pointer]: 21101, relative_base: 2050
cur pt: 418, code[pointer]: 1106, relative_base: 2050
cur pt: 1301, code[pointer]: 109, relative_base: 2050
cur pt: 1303, code[pointer]: 21102, relative_base: 2055
cur pt: 1307, code[pointer]: 1105, relative_base: 2055
cur pt: 1279, code[pointer]: 109, relative_base: 2055
cur pt: 1281, code[pointer]: 21101, relative_base: 2056
cur pt: 1285, code[pointer]: 1106, relative_base: 2056
cur pt: 1263, code[pointer]: 109, relative_base: 2056
cur pt: 1265, code[pointer]: 1005, relative_base: 2057
cur pt: 1268, code[pointer]: 3, relative_base: 2057
cur pt: 1270, code[pointer]: 20102, relative_base: 2057
cur pt: 1274, code[pointer]: 109, relative_base: 2057
cur pt: 1276, code[pointer]: 2105, relative_base: 2056
cur pt: 1288, code[pointer]: 20102, relative_base: 2056
cur pt: 1292, code[pointer]: 1102, relative_base: 2056
cur pt: 1296, code[pointer]: 109, relative_base: 2056
cur pt: 1298, code[pointer]: 2105, relative_base: 2055
cur pt: 1310, code[pointer]: 21201, relative_base: 2055
cur pt: 1314, code[pointer]: 22208, relative_base: 2055
cur pt: 1318, code[pointer]: 1205, relative_base: 2055
cur pt: 1332, code[pointer]: 109, relative_base: 2055
cur pt: 1334, code[pointer]: 2106, relative_base: 2050
cur pt: 421, code[pointer]: 21102, relative_base: 2050
cur pt: 425, code[pointer]: 1105, relative_base: 2050
cur pt: 1337, code[pointer]: 109, relative_base: 2050
cur pt: 1339, code[pointer]: 21101, relative_base: 2052
cur pt: 1343, code[pointer]: 1105, relative_base: 2052
cur pt: 1263, code[pointer]: 109, relative_base: 2052
cur pt: 1265, code[pointer]: 1005, relative_base: 2053
cur pt: 1268, code[pointer]: 3, relative_base: 2053
cur pt: 1270, code[pointer]: 20102, relative_base: 2053
cur pt: 1274, code[pointer]: 109, relative_base: 2053
cur pt: 1276, code[pointer]: 2105, relative_base: 2052
cur pt: 1346, code[pointer]: 21208, relative_base: 2052
cur pt: 1350, code[pointer]: 1205, relative_base: 2052
cur pt: 1353, code[pointer]: 21208, relative_base: 2052
cur pt: 1357, code[pointer]: 1205, relative_base: 2052
cur pt: 1360, code[pointer]: 1106, relative_base: 2052
cur pt: 1373, code[pointer]: 109, relative_base: 2052
cur pt: 1375, code[pointer]: 2106, relative_base: 2050
cur pt: 428, code[pointer]: 21101, relative_base: 2050
cur pt: 432, code[pointer]: 1105, relative_base: 2050
cur pt: 1279, code[pointer]: 109, relative_base: 2050
cur pt: 1281, code[pointer]: 21101, relative_base: 2051
cur pt: 1285, code[pointer]: 1106, relative_base: 2051
cur pt: 1263, code[pointer]: 109, relative_base: 2051
cur pt: 1265, code[pointer]: 1005, relative_base: 2052
cur pt: 1270, code[pointer]: 20102, relative_base: 2052
cur pt: 1274, code[pointer]: 109, relative_base: 2052
cur pt: 1276, code[pointer]: 2105, relative_base: 2051
cur pt: 1288, code[pointer]: 20102, relative_base: 2051
cur pt: 1292, code[pointer]: 1102, relative_base: 2051
cur pt: 1296, code[pointer]: 109, relative_base: 2051
cur pt: 1298, code[pointer]: 2105, relative_base: 2050
cur pt: 435, code[pointer]: 2102, relative_base: 2050
cur pt: 439, code[pointer]: 1008, relative_base: 2050
cur pt: 443, code[pointer]: 1006, relative_base: 2050
cur pt: 446, code[pointer]: 1101, relative_base: 2050
cur pt: 450, code[pointer]: 1106, relative_base: 2050
cur pt: 478, code[pointer]: 21101, relative_base: 2050
cur pt: 482, code[pointer]: 1105, relative_base: 2050
cur pt: 1337, code[pointer]: 109, relative_base: 2050
cur pt: 1339, code[pointer]: 21101, relative_base: 2052
cur pt: 1343, code[pointer]: 1105, relative_base: 2052
cur pt: 1263, code[pointer]: 109, relative_base: 2052
cur pt: 1265, code[pointer]: 1005, relative_base: 2053
cur pt: 1268, code[pointer]: 3, relative_base: 2053
cur pt: 1270, code[pointer]: 20102, relative_base: 2053
cur pt: 1274, code[pointer]: 109, relative_base: 2053
cur pt: 1276, code[pointer]: 2105, relative_base: 2052
cur pt: 1346, code[pointer]: 21208, relative_base: 2052
cur pt: 1350, code[pointer]: 1205, relative_base: 2052
cur pt: 1353, code[pointer]: 21208, relative_base: 2052
cur pt: 1357, code[pointer]: 1205, relative_base: 2052
cur pt: 1360, code[pointer]: 1106, relative_base: 2052
cur pt: 1373, code[pointer]: 109, relative_base: 2052
cur pt: 1375, code[pointer]: 2106, relative_base: 2050
cur pt: 485, code[pointer]: 21101, relative_base: 2050
cur pt: 489, code[pointer]: 21102, relative_base: 2050
cur pt: 493, code[pointer]: 21102, relative_base: 2050
cur pt: 497, code[pointer]: 1105, relative_base: 2050
cur pt: 1301, code[pointer]: 109, relative_base: 2050
cur pt: 1303, code[pointer]: 21102, relative_base: 2055
cur pt: 1307, code[pointer]: 1105, relative_base: 2055
cur pt: 1279, code[pointer]: 109, relative_base: 2055
cur pt: 1281, code[pointer]: 21101, relative_base: 2056
cur pt: 1285, code[pointer]: 1106, relative_base: 2056
cur pt: 1263, code[pointer]: 109, relative_base: 2056
cur pt: 1265, code[pointer]: 1005, relative_base: 2057
cur pt: 1270, code[pointer]: 20102, relative_base: 2057
cur pt: 1274, code[pointer]: 109, relative_base: 2057
cur pt: 1276, code[pointer]: 2105, relative_base: 2056
cur pt: 1288, code[pointer]: 20102, relative_base: 2056
cur pt: 1292, code[pointer]: 1102, relative_base: 2056
cur pt: 1296, code[pointer]: 109, relative_base: 2056
cur pt: 1298, code[pointer]: 2105, relative_base: 2055
cur pt: 1310, code[pointer]: 21201, relative_base: 2055
cur pt: 1314, code[pointer]: 22208, relative_base: 2055
cur pt: 1318, code[pointer]: 1205, relative_base: 2055
cur pt: 1332, code[pointer]: 109, relative_base: 2055
cur pt: 1334, code[pointer]: 2106, relative_base: 2050
cur pt: 500, code[pointer]: 1007, relative_base: 2050
cur pt: 504, code[pointer]: 1005, relative_base: 2050
cur pt: 518, code[pointer]: 1002, relative_base: 2050
cur pt: 522, code[pointer]: 1001, relative_base: 2050
cur pt: 526, code[pointer]: 1001, relative_base: 2050
cur pt: 530, code[pointer]: 1001, relative_base: 2050
cur pt: 534, code[pointer]: 102, relative_base: 2050
cur pt: 538, code[pointer]: 1001, relative_base: 2050
cur pt: 542, code[pointer]: 101, relative_base: 2050
cur pt: 546, code[pointer]: 1001, relative_base: 2050
cur pt: 550, code[pointer]: 1105, relative_base: 2050
cur pt: 13, code[pointer]: 21102, relative_base: 2050
cur pt: 17, code[pointer]: 1106, relative_base: 2050
cur pt: 1337, code[pointer]: 109, relative_base: 2050
cur pt: 1339, code[pointer]: 21101, relative_base: 2052
cur pt: 1343, code[pointer]: 1105, relative_base: 2052
cur pt: 1263, code[pointer]: 109, relative_base: 2052
cur pt: 1265, code[pointer]: 1005, relative_base: 2053
cur pt: 1268, code[pointer]: 3, relative_base: 2053
cur pt: 1270, code[pointer]: 20102, relative_base: 2053
cur pt: 1274, code[pointer]: 109, relative_base: 2053
cur pt: 1276, code[pointer]: 2105, relative_base: 2052
cur pt: 1346, code[pointer]: 21208, relative_base: 2052
cur pt: 1350, code[pointer]: 1205, relative_base: 2052
cur pt: 1353, code[pointer]: 21208, relative_base: 2052
cur pt: 1357, code[pointer]: 1205, relative_base: 2052
cur pt: 1360, code[pointer]: 1106, relative_base: 2052
cur pt: 1373, code[pointer]: 109, relative_base: 2052
cur pt: 1375, code[pointer]: 2106, relative_base: 2050
cur pt: 20, code[pointer]: 21102, relative_base: 2050
cur pt: 24, code[pointer]: 1105, relative_base: 2050
cur pt: 1279, code[pointer]: 109, relative_base: 2050
cur pt: 1281, code[pointer]: 21101, relative_base: 2051
cur pt: 1285, code[pointer]: 1106, relative_base: 2051
cur pt: 1263, code[pointer]: 109, relative_base: 2051
cur pt: 1265, code[pointer]: 1005, relative_base: 2052
cur pt: 1270, code[pointer]: 20102, relative_base: 2052
cur pt: 1274, code[pointer]: 109, relative_base: 2052
cur pt: 1276, code[pointer]: 2105, relative_base: 2051
cur pt: 1288, code[pointer]: 20102, relative_base: 2051
cur pt: 1292, code[pointer]: 1102, relative_base: 2051
cur pt: 1296, code[pointer]: 109, relative_base: 2051
cur pt: 1298, code[pointer]: 2105, relative_base: 2050
cur pt: 27, code[pointer]: 1208, relative_base: 2050
cur pt: 31, code[pointer]: 1005, relative_base: 2050
cur pt: 34, code[pointer]: 1208, relative_base: 2050
cur pt: 38, code[pointer]: 1005, relative_base: 2050
cur pt: 41, code[pointer]: 1208, relative_base: 2050
cur pt: 45, code[pointer]: 1005, relative_base: 2050
cur pt: 132, code[pointer]: 21101, relative_base: 2050
cur pt: 136, code[pointer]: 21102, relative_base: 2050
cur pt: 140, code[pointer]: 21102, relative_base: 2050
cur pt: 144, code[pointer]: 1105, relative_base: 2050
cur pt: 1301, code[pointer]: 109, relative_base: 2050
cur pt: 1303, code[pointer]: 21102, relative_base: 2055
cur pt: 1307, code[pointer]: 1105, relative_base: 2055
cur pt: 1279, code[pointer]: 109, relative_base: 2055
cur pt: 1281, code[pointer]: 21101, relative_base: 2056
cur pt: 1285, code[pointer]: 1106, relative_base: 2056
cur pt: 1263, code[pointer]: 109, relative_base: 2056
cur pt: 1265, code[pointer]: 1005, relative_base: 2057
cur pt: 1268, code[pointer]: 3, relative_base: 2057
cur pt: 1270, code[pointer]: 20102, relative_base: 2057
cur pt: 1274, code[pointer]: 109, relative_base: 2057
cur pt: 1276, code[pointer]: 2105, relative_base: 2056
cur pt: 1288, code[pointer]: 20102, relative_base: 2056
cur pt: 1292, code[pointer]: 1102, relative_base: 2056
cur pt: 1296, code[pointer]: 109, relative_base: 2056
cur pt: 1298, code[pointer]: 2105, relative_base: 2055
cur pt: 1310, code[pointer]: 21201, relative_base: 2055
cur pt: 1314, code[pointer]: 22208, relative_base: 2055
cur pt: 1318, code[pointer]: 1205, relative_base: 2055
cur pt: 1332, code[pointer]: 109, relative_base: 2055
cur pt: 1334, code[pointer]: 2106, relative_base: 2050
cur pt: 147, code[pointer]: 21102, relative_base: 2050
cur pt: 151, code[pointer]: 21102, relative_base: 2050
cur pt: 155, code[pointer]: 21101, relative_base: 2050
cur pt: 159, code[pointer]: 1105, relative_base: 2050
cur pt: 1301, code[pointer]: 109, relative_base: 2050
cur pt: 1303, code[pointer]: 21102, relative_base: 2055
cur pt: 1307, code[pointer]: 1105, relative_base: 2055
cur pt: 1279, code[pointer]: 109, relative_base: 2055
cur pt: 1281, code[pointer]: 21101, relative_base: 2056
cur pt: 1285, code[pointer]: 1106, relative_base: 2056
cur pt: 1263, code[pointer]: 109, relative_base: 2056
cur pt: 1265, code[pointer]: 1005, relative_base: 2057
cur pt: 1268, code[pointer]: 3, relative_base: 2057
